index,symbol,message,timestamp_raw,timestamp_iso,prob_positive,prob_negative,prob_neutral,pred_label,confidence,sentiment_signed
11,ACHR,"$ACHR Markets are up, other eVTOL stocks are up, but Archer seeing red. Low trust in tomorrow's ER. Bearish",2025-11-05T17:59:57Z,2025-11-05T17:59:57+00:00,0.36164936423301697,0.3364708721637726,0.3018798232078552,positive,0.36164936423301697,0.025178492069244385
12,ACHR,"Have a question for Archer Aviation ( $ACHR ) Founder & CEO Adam Goldstein? 
 
Drop it below. We will select a few to ask during a live interview on Friday.",2025-11-05T17:55:34Z,2025-11-05T17:55:34+00:00,0.02982119470834732,0.03313308581709862,0.9370457530021667,neutral,0.9370457530021667,-0.003311891108751297
13,ACHR,$ACHR primed for another leg up. Time to squeeze!! Bullish,2025-11-05T17:53:56Z,2025-11-05T17:53:56+00:00,0.4164467453956604,0.04059400409460068,0.5429592132568359,neutral,0.5429592132568359,0.3758527413010597
14,ACHR,$ACHR,2025-11-05T17:49:54Z,2025-11-05T17:49:54+00:00,0.11138206720352173,0.03130074962973595,0.8573171496391296,neutral,0.8573171496391296,0.08008131757378578
15,ACHR,"$JOBY Surprised market is not bidding this up. Everything this company has done up until today was experimental, theoretical. TIA is the step that takes this company from speculative hype machine to a cash flow machine. $ACHR is probably a year or more behind. $BETA is many years behind.",2025-11-05T17:41:49Z,2025-11-05T17:41:49+00:00,0.042236343026161194,0.026044094935059547,0.9317194819450378,neutral,0.9317194819450378,0.016192248091101646
16,ACHR,$ACHR buying here. It’s zero or 1000% kind of stock.,2025-11-05T17:33:45Z,2025-11-05T17:33:45+00:00,0.030546151101589203,0.04446066543459892,0.9249932169914246,neutral,0.9249932169914246,-0.01391451433300972
17,ACHR,$ACHR POS!!!!!,2025-11-05T17:33:26Z,2025-11-05T17:33:26+00:00,0.06121741235256195,0.0907350480556488,0.8480475544929504,neutral,0.8480475544929504,-0.029517635703086853
18,ACHR,$ACHR No offense I love $BETA and I am going to buy that too but Now Archer has a lower Mcap than Beta lol GTFOH lol ahhh this is funny. Bullish,2025-11-05T17:19:41Z,2025-11-05T17:19:41+00:00,0.15674543380737305,0.2707788944244385,0.5724756717681885,neutral,0.5724756717681885,-0.11403346061706543
19,ACHR,$ACHR I want to be clear what this is saying. Apparently $JOBY can't lift itself up without moving forward LOL - The engineering fails this aircraft is going to reveal compared to Archer is simply astounding. It doesn't fly higher than a house before it needs to skim the ground and move forward LOL - what is going on over there. Bullish,2025-11-05T17:18:02Z,2025-11-05T17:18:02+00:00,0.05308406054973602,0.07221891731023788,0.8746969699859619,neutral,0.8746969699859619,-0.01913485676050186
20,ACHR,$ACHR loading is all you should be doing right now. Bullish,2025-11-05T17:10:31Z,2025-11-05T17:10:31+00:00,0.08064549416303635,0.03270362317562103,0.8866509199142456,neutral,0.8866509199142456,0.047941870987415314
21,ACHR,$ACHR don't be like this loser. Bearish,2025-11-05T17:09:09Z,2025-11-05T17:09:09+00:00,0.044681794941425323,0.0871400535106659,0.868178129196167,neutral,0.868178129196167,-0.04245825856924057
22,ACHR,"$ACHR The lawsuit was known, but they didn't give any updates. There was no update either on the delay in the certifications, which were supposed to be this year... just superfluous news where there's no investment of money, very disappointing , prepare for the drop after earnings report and have dry powder for the dip Bullish",2025-11-05T16:41:56Z,2025-11-05T16:41:56+00:00,0.01574408821761608,0.8389384746551514,0.1453174650669098,negative,0.8389384746551514,-0.8231943864375353
23,ACHR,$ACHR Holding until January!! Not a day trading stock imo. Bullish,2025-11-05T16:24:29Z,2025-11-05T16:24:29+00:00,0.04093394801020622,0.04588882997632027,0.9131772518157959,neutral,0.9131772518157959,-0.004954881966114044
24,ACHR,"$ACHR MACROVISION, folks! Bullish",2025-11-05T16:13:29Z,2025-11-05T16:13:29+00:00,0.11580817401409149,0.01248221006244421,0.8717095851898193,neutral,0.8717095851898193,0.10332596395164728
25,ACHR,"How much volume do you think it takes to halt ENVB up? 
 
ENVB has not even 500k shares float and recent news. 
 
Hoping for a 200% run on ENVB $SBET $ACHR $ADBE $BQ 33 Bullish",2025-11-05T16:12:09Z,2025-11-05T16:12:09+00:00,0.4448291063308716,0.022137045860290527,0.5330339074134827,neutral,0.5330339074134827,0.42269206047058105
26,ACHR,"Wishing everyone a solid trading day!

ENVB is still sitting with a super low float (<500K) and hasn’t made noise in a while.

If volume picks up, we might see a quick gap-up. 

Worth a watch in this wild market! Bullish",2025-11-05T16:12:09Z,2025-11-05T16:12:09+00:00,0.2661997377872467,0.08963757753372192,0.644162654876709,neutral,0.644162654876709,0.17656216025352478
27,ACHR,"$HOVR $ACHR x.com/HorizonAircraft/statu... Project HOVR Flight! 
We’re excited to share more about how our collaboration with Cert Center Canada and the University of Toronto is shaping the future of advanced air mobility. 
 
The project is focused on developing an all-weather lift system for next-generation vertical takeoff aircraft. 
 
Many current platforms, including traditional helicopters, face limitations in icing conditions, where critical systems like rotors and exposed components are vulnerable to ice buildup. 
 
Our Cavorite X7 tackles this challenge head-on. Its closing wing design keeps vital systems protected from the elements and simplifies de-icing, reducing downtime and improving operational safety. 
 
Together, we’re moving one step closer to true all-weather, all-season flight.",2025-11-05T15:58:33Z,2025-11-05T15:58:33+00:00,0.6416946053504944,0.01166949886828661,0.3466358482837677,positive,0.6416946053504944,0.6300251064822078
28,ACHR,$ACHR move pig Bullish,2025-11-05T15:49:22Z,2025-11-05T15:49:22+00:00,0.4759220778942108,0.09546084702014923,0.42861708998680115,positive,0.4759220778942108,0.3804612308740616
29,ACHR,$ACHR buy #2,2025-11-05T15:40:42Z,2025-11-05T15:40:42+00:00,0.11175297945737839,0.02200535126030445,0.8662416338920593,neutral,0.8662416338920593,0.08974762819707394
30,ACHR,$ACHR could play out Bullish,2025-11-05T15:32:16Z,2025-11-05T15:32:16+00:00,0.30483683943748474,0.05654091015458107,0.6386222243309021,neutral,0.6386222243309021,0.24829592928290367
31,ACHR,"$ACHR ......golden brown, never a frown....take 2.",2025-11-05T15:21:10Z,2025-11-05T15:21:10+00:00,0.0713900551199913,0.017761919647455215,0.9108480215072632,neutral,0.9108480215072632,0.05362813547253609
32,ACHR,"$ACHR you can sit back and watch your investment lose value day after day, or you can tag @flyarcher @adamgoldstein13 @Ngoel @katekiewel on X until we get the updates we deserve. Tomorrow's earnings call is huge. Either we go to 7 or we go to 15. All we need is real updates from management.",2025-11-05T15:18:03Z,2025-11-05T15:18:03+00:00,0.037787992507219315,0.030826376751065254,0.9313856959342957,neutral,0.9313856959342957,0.00696161575615406
33,ACHR,$ACHR we should be at minimum $15/share right now. Bullish,2025-11-05T15:17:26Z,2025-11-05T15:17:26+00:00,0.09994537383317947,0.023277955129742622,0.8767766356468201,neutral,0.8767766356468201,0.07666741870343685
34,ACHR,$ACHR good news means price go down,2025-11-05T15:16:57Z,2025-11-05T15:16:57+00:00,0.2205488234758377,0.20377661287784576,0.5756745338439941,neutral,0.5756745338439941,0.016772210597991943
35,ACHR,"$ACHR why tag management on X? Because management seems to lack awareness of what investors need to see. We should be seeing full-length flight tests videos, tours of the facilities, detailed engineering videos. We need certification timeliness and real progress updates. We get short clips and vague partnership agreements instead. Management works for you. Ask and you shall receive.",2025-11-05T15:15:38Z,2025-11-05T15:15:38+00:00,0.03668355941772461,0.03141995519399643,0.9318965077400208,neutral,0.9318965077400208,0.00526360422372818
36,ACHR,$ACHR we have to speak up by tagging @flyarcher @adamgoldstein13 @Ngoel @katekiewel on X or we may get another earnings call without any substance! Today's PR fluff is concerning. We need big updates! Demand them from Archer management now.,2025-11-05T15:10:26Z,2025-11-05T15:10:26+00:00,0.028934020549058914,0.6398979425430298,0.3311680853366852,negative,0.6398979425430298,-0.6109639219939709
37,ACHR,"$ACHR it blows my mind this still isn’t higher than JOBY. Acher has beaucoup contracts compared to JOBY sales. They have objectionably better partnerships, and marketing. JOBY soared on Uber news, while Archer’s price is going down after consecutive PRs that were great. Make it make sense…… Bullish",2025-11-05T15:03:54Z,2025-11-05T15:03:54+00:00,0.16078297793865204,0.7614582777023315,0.07775875180959702,negative,0.7614582777023315,-0.6006752997636795
38,ACHR,"SK On and $SLDP $SLDPW Solid Power Solid State batteries it's very very easy to connect the dots because eVTOL Vertical Flight needs light weight, quick charging, long lasting, safe Solid State Batteries from Solid Power! SK On / Solid Power batteries are highly likely to power the aircraft to be supplied at home and abroad in the future! Even during test flights, Joby Aviation always powered its aircraft with SK On batteries! Also EV's, Energy Storage, Robotics, AI, etc etc.. unlimited opportunities here for Solid Power Solid State Batteries! $JOBY Joby Aviation & $ACHR Archer Aviation! businesskorea.co.kr/news/ar... Bullish",2025-11-05T14:58:44Z,2025-11-05T14:58:44+00:00,0.12109728157520294,0.010712343268096447,0.868190348148346,neutral,0.868190348148346,0.1103849383071065
39,ACHR,$ACHR $20 calls. F it. Jan Bullish,2025-11-05T14:55:06Z,2025-11-05T14:55:06+00:00,0.114919513463974,0.04619808495044708,0.8388824462890625,neutral,0.8388824462890625,0.06872142851352692
40,ACHR,$ACHR is Joe Rogan an activist investor here? All he talks about is archery lately Bullish,2025-11-05T14:48:06Z,2025-11-05T14:48:06+00:00,0.03790571913123131,0.03863739222288132,0.9234569072723389,neutral,0.9234569072723389,-0.0007316730916500092
41,ACHR,$ACHR Midnight in tokyo Bullish,2025-11-05T14:43:58Z,2025-11-05T14:43:58+00:00,0.4977681636810303,0.28180044889450073,0.22043146193027496,positive,0.4977681636810303,0.21596771478652954
42,ACHR,$ACHR ouch Bearish,2025-11-05T14:43:49Z,2025-11-05T14:43:49+00:00,0.15693911910057068,0.12219368666410446,0.7208671569824219,neutral,0.7208671569824219,0.03474543243646622
43,ACHR,"$ACHR good news is bad news and bad news is really bad news, ok got it.",2025-11-05T14:43:20Z,2025-11-05T14:43:20+00:00,0.056599732488393784,0.24182076752185822,0.7015795111656189,neutral,0.7015795111656189,-0.18522103503346443
44,ACHR,$ACHR exhausting to hold Bullish,2025-11-05T14:37:08Z,2025-11-05T14:37:08+00:00,0.58146733045578,0.1674070656299591,0.2511255443096161,positive,0.58146733045578,0.4140602648258209
45,ACHR,$ACHR investors.archer.com/news/n... Bullish,2025-11-05T14:30:04Z,2025-11-05T14:30:04+00:00,0.043555017560720444,0.026059143245220184,0.9303858280181885,neutral,0.9303858280181885,0.01749587431550026
46,ACHR,$ACHR standard-journal.com/ap/bus...,2025-11-05T14:20:21Z,2025-11-05T14:20:21+00:00,0.02294611744582653,0.03352806344628334,0.9435258507728577,neutral,0.9435258507728577,-0.01058194600045681
47,ACHR,$ACHR hope you all nibbled through that fire sale Bullish,2025-11-05T14:08:59Z,2025-11-05T14:08:59+00:00,0.470211923122406,0.027568010613322258,0.502220094203949,neutral,0.502220094203949,0.44264391250908375
48,ACHR,"Green Stock News for November 5th, 2025: $ACHR $WRD $PLUG $CHPT youtube.com/watch?v=E2CxBl4... #sustainabletransport #evtol #electricvehicles #evs #evnews #evstocks #evs #cleanenergy #greenhydrogen #hydrogennews #evcharging #evchargers #autonomousdriving #selfdriving #news #stocks #stockmarket #finance",2025-11-05T14:06:56Z,2025-11-05T14:06:56+00:00,0.033878929913043976,0.028471464291214943,0.9376496076583862,neutral,0.9376496076583862,0.005407465621829033
49,ACHR,$ACHR another fluff pr from archer,2025-11-05T14:02:00Z,2025-11-05T14:02:00+00:00,0.2646096348762512,0.07807108759880066,0.6573192477226257,neutral,0.6573192477226257,0.18653854727745056
50,ACHR,$ACHR Jesus I was 30ish% up a couple weeks ago. Now I’m in the red 😆,2025-11-05T14:01:40Z,2025-11-05T14:01:40+00:00,0.18996797502040863,0.07700002193450928,0.7330319881439209,neutral,0.7330319881439209,0.11296795308589935
51,ACHR,"$ACHR Another false pump waiting for the results of ANOTHER company to come out. If these results from ANOTHER company turn out to be mediocre, it will be an avalanche.... 
There is nothing like covering 50% of the position to absorb the dreamers in case the pump is successful. 
If you like this company's BERA as already a product. All others are scam. Bearish",2025-11-05T13:57:10Z,2025-11-05T13:57:10+00:00,0.04006997123360634,0.2743600308895111,0.6855699419975281,neutral,0.6855699419975281,-0.23429005965590477
52,ACHR,"$ACHR actually had a dream last night that Adam showed up for the earnings conference in a piloted, fully transitioned midnight! Wouldn't that be a wonderful entrance? Make it happen Adam. ￼",2025-11-05T13:42:18Z,2025-11-05T13:42:18+00:00,0.04871721193194389,0.027698438614606857,0.9235843420028687,neutral,0.9235843420028687,0.021018773317337036
53,ACHR,$ACHR Great news🇯🇵 Bullish,2025-11-05T13:40:17Z,2025-11-05T13:40:17+00:00,0.3188701570034027,0.08952360600233078,0.5916062593460083,neutral,0.5916062593460083,0.22934655100107193
54,ACHR,$ACHR $JOBY $LUNR $SMR $SOUN all are bouncing now! Bullish,2025-11-05T13:36:01Z,2025-11-05T13:36:01+00:00,0.13991840183734894,0.03853597864508629,0.8215456008911133,neutral,0.8215456008911133,0.10138242319226265
55,ACHR,$SMR $JOBY $ACHR $LUNR $SOUN dip buy opportunities on these Bullish,2025-11-05T13:36:01Z,2025-11-05T13:36:01+00:00,0.193819060921669,0.027607234194874763,0.7785736322402954,neutral,0.7785736322402954,0.16621182672679424
56,ACHR,$ACHR pshhh I wasn’t worried in the slightest 👀🤣 Bullish,2025-11-05T13:34:14Z,2025-11-05T13:34:14+00:00,0.185097336769104,0.09057513624429703,0.7243275046348572,neutral,0.7243275046348572,0.09452220052480698
57,ACHR,$ACHR (+2.8% pre) Tokyo Metropolitan Government Selects Japan Airlines Consortium to Join First Phase of “eVTOL Implementation Program” Featuring Archer’s Midnight Aircraft ooc.bz/l/83164,2025-11-05T13:26:18Z,2025-11-05T13:26:18+00:00,0.582577109336853,0.00796080008149147,0.4094620943069458,positive,0.582577109336853,0.5746163092553616
58,ACHR,$ACHR jobys earnings will dictate our movement before our own earnings tomorrow,2025-11-05T12:44:15Z,2025-11-05T12:44:15+00:00,0.024239232763648033,0.23170062899589539,0.7440601587295532,neutral,0.7440601587295532,-0.20746139623224735
59,ACHR,"Enter: $ACHR Calls
Strike Price: $10
Expiry Date: NOV 28 2025 

Buy in Price: $0.78 - $0.82
Sell Price: $1.26
Profit : +61% (Turn every $1 into $1.61)

Want Profitable Real-Time Options Alerts? 
👉 moneygroup.us",2025-11-05T12:41:07Z,2025-11-05T12:41:07+00:00,0.03608788922429085,0.02255283296108246,0.941359281539917,neutral,0.941359281539917,0.01353505626320839
60,ACHR,$ACHR 13 at open ? Bullish,2025-11-05T12:24:48Z,2025-11-05T12:24:48+00:00,0.08568370342254639,0.04809068515896797,0.8662256598472595,neutral,0.8662256598472595,0.037593018263578415
61,ACHR,"$ACHR $OKLO $OPEN $SPY I don’t know man, the rubbish house selling app made me money this year. Can’t complain, I’ll withdraw and buy a house off the app. Bullish",2025-11-05T12:07:07Z,2025-11-05T12:07:07+00:00,0.06252628564834595,0.033199381083250046,0.9042744040489197,neutral,0.9042744040489197,0.0293269045650959
62,ACHR,$SPY I'm not bearish but do like it when these meme stocks get ironed out. $OKLO fake nuclear shit $OPEN rubbish house selling app $ACHR dumb human drone company Bearish,2025-11-05T12:07:07Z,2025-11-05T12:07:07+00:00,0.024987488985061646,0.04605669528245926,0.9289558529853821,neutral,0.9289558529853821,-0.021069206297397614
63,ACHR,$SPY I'm not bearish but do like it when these meme stocks get ironed out. $OKLO fake nuclear shit $OPEN rubbish house selling app $ACHR dumb human drone company Bearish,2025-11-05T12:02:48Z,2025-11-05T12:02:48+00:00,0.024987488985061646,0.04605669528245926,0.9289558529853821,neutral,0.9289558529853821,-0.021069206297397614
64,ACHR,$ACHR $JOBY Bullish,2025-11-05T11:50:45Z,2025-11-05T11:50:45+00:00,0.25749850273132324,0.03942509740591049,0.7030764222145081,neutral,0.7030764222145081,0.21807340532541275
65,ACHR,$ACHR $JOBY Big reversal coming!  Get ready! Bullish,2025-11-05T11:50:45Z,2025-11-05T11:50:45+00:00,0.3107467591762543,0.027799293398857117,0.6614539623260498,neutral,0.6614539623260498,0.28294746577739716
66,ACHR,$ACHR investors.archer.com/news/n...,2025-11-05T10:21:02Z,2025-11-05T10:21:02+00:00,0.02504178322851658,0.03755961358547211,0.9373986721038818,neutral,0.9373986721038818,-0.012517830356955528
67,ACHR,$ACHR watch out for the shorts 😅 Bullish,2025-11-05T09:54:17Z,2025-11-05T09:54:17+00:00,0.40002158284187317,0.03964114934206009,0.5603373050689697,neutral,0.5603373050689697,0.3603804334998131
68,ACHR,$ACHR youtube.com/watch?v=rajk3Na... Bullish,2025-11-05T07:30:53Z,2025-11-05T07:30:53+00:00,0.038798920810222626,0.02383214421570301,0.9373688697814941,neutral,0.9373688697814941,0.014966776594519615
69,ACHR,$ACHR so we at $9.00 now overnight?,2025-11-05T06:02:18Z,2025-11-05T06:02:18+00:00,0.05863576754927635,0.05858520045876503,0.882779061794281,neutral,0.882779061794281,5.056709051132202e-05
70,ACHR,"$ACHR ...... there will be rewards for those who can hold, damn straight this is a test.. Bullish",2025-11-05T03:58:01Z,2025-11-05T03:58:01+00:00,0.5613358020782471,0.015533781610429287,0.4231303632259369,positive,0.5613358020782471,0.5458020204678178
71,ACHR,$ACHR TBF (to be fair) today is a gift for those who understand the broader picture. Bullish,2025-11-05T03:53:17Z,2025-11-05T03:53:17+00:00,0.6820898056030273,0.009539874270558357,0.30837032198905945,positive,0.6820898056030273,0.672549931332469
72,ACHR,$ACHR Shareholder reaction to Archer's ER Thursday night... Bearish,2025-11-05T03:39:00Z,2025-11-05T03:39:00+00:00,0.36608293652534485,0.4034776985645294,0.23043933510780334,negative,0.4034776985645294,-0.03739476203918457
73,ACHR,"$ACHR they had a chance to help shareholders value before the crash. They did not do so, in fact they did the opposite.",2025-11-05T03:34:36Z,2025-11-05T03:34:36+00:00,0.13002757728099823,0.02002866193652153,0.8499436974525452,neutral,0.8499436974525452,0.1099989153444767
74,ACHR,$ACHR when you kiss the ring $KODK happens.,2025-11-05T02:57:56Z,2025-11-05T02:57:56+00:00,0.039878252893686295,0.03975200280547142,0.9203697443008423,neutral,0.9203697443008423,0.00012625008821487427
